"variable","iteration","chain","value"
"current_smoking","45","Chain 9",1.09259259259259
"current_smoking","46","Chain 9",1.09567901234568
"current_smoking","47","Chain 9",1.08950617283951
"current_smoking","48","Chain 9",1.10493827160494
"current_smoking","49","Chain 9",1.12037037037037
"current_smoking","50","Chain 9",1.08333333333333
"current_smoking","1","Chain 10",1.06172839506173
"current_smoking","2","Chain 10",1.0679012345679
"current_smoking","3","Chain 10",1.11111111111111
"current_smoking","4","Chain 10",1.14197530864198
"current_smoking","5","Chain 10",1.09876543209877
"current_smoking","6","Chain 10",1.10802469135802
"current_smoking","7","Chain 10",1.08024691358025
"current_smoking","8","Chain 10",1.09876543209877
"current_smoking","9","Chain 10",1.11728395061728
"current_smoking","10","Chain 10",1.09876543209877
"current_smoking","11","Chain 10",1.10802469135802
"current_smoking","12","Chain 10",1.11111111111111
"current_smoking","13","Chain 10",1.11111111111111
"current_smoking","14","Chain 10",1.08641975308642
"current_smoking","15","Chain 10",1.12037037037037
"current_smoking","16","Chain 10",1.08024691358025
"current_smoking","17","Chain 10",1.08024691358025
"current_smoking","18","Chain 10",1.09876543209877
"current_smoking","19","Chain 10",1.08641975308642
"current_smoking","20","Chain 10",1.09876543209877
"current_smoking","21","Chain 10",1.09567901234568
"current_smoking","22","Chain 10",1.10493827160494
"current_smoking","23","Chain 10",1.09567901234568
"current_smoking","24","Chain 10",1.10802469135802
"current_smoking","25","Chain 10",1.11111111111111
"current_smoking","26","Chain 10",1.08641975308642
"current_smoking","27","Chain 10",1.10493827160494
"current_smoking","28","Chain 10",1.1141975308642
"current_smoking","29","Chain 10",1.07716049382716
"current_smoking","30","Chain 10",1.07716049382716
"current_smoking","31","Chain 10",1.10185185185185
"current_smoking","32","Chain 10",1.13271604938272
"current_smoking","33","Chain 10",1.10185185185185
"current_smoking","34","Chain 10",1.08024691358025
"current_smoking","35","Chain 10",1.08333333333333
"current_smoking","36","Chain 10",1.10185185185185
"current_smoking","37","Chain 10",1.09876543209877
"current_smoking","38","Chain 10",1.09567901234568
"current_smoking","39","Chain 10",1.08641975308642
"current_smoking","40","Chain 10",1.07716049382716
"current_smoking","41","Chain 10",1.09567901234568
"current_smoking","42","Chain 10",1.11111111111111
"current_smoking","43","Chain 10",1.11111111111111
"current_smoking","44","Chain 10",1.12037037037037
"current_smoking","45","Chain 10",1.08333333333333
"current_smoking","46","Chain 10",1.09876543209877
"current_smoking","47","Chain 10",1.08641975308642
"current_smoking","48","Chain 10",1.11728395061728
"current_smoking","49","Chain 10",1.10802469135802
"current_smoking","50","Chain 10",1.06481481481481
"current_smoking","1","Chain 11",1.09876543209877
"current_smoking","2","Chain 11",1.1358024691358
"current_smoking","3","Chain 11",1.0679012345679
"current_smoking","4","Chain 11",1.09567901234568
"current_smoking","5","Chain 11",1.11728395061728
"current_smoking","6","Chain 11",1.11111111111111
"current_smoking","7","Chain 11",1.10185185185185
"current_smoking","8","Chain 11",1.09876543209877
"current_smoking","9","Chain 11",1.08024691358025
"current_smoking","10","Chain 11",1.11728395061728
"current_smoking","11","Chain 11",1.07407407407407
"current_smoking","12","Chain 11",1.10802469135802
"current_smoking","13","Chain 11",1.12654320987654
"current_smoking","14","Chain 11",1.12037037037037
"current_smoking","15","Chain 11",1.10802469135802
"current_smoking","16","Chain 11",1.10802469135802
"current_smoking","17","Chain 11",1.12345679012346
"current_smoking","18","Chain 11",1.08950617283951
"current_smoking","19","Chain 11",1.10802469135802
"current_smoking","20","Chain 11",1.10185185185185
"current_smoking","21","Chain 11",1.10493827160494
"current_smoking","22","Chain 11",1.10802469135802
"current_smoking","23","Chain 11",1.08641975308642
"current_smoking","24","Chain 11",1.10493827160494
"current_smoking","25","Chain 11",1.10493827160494
"current_smoking","26","Chain 11",1.10493827160494
"current_smoking","27","Chain 11",1.12037037037037
"current_smoking","28","Chain 11",1.11728395061728
"current_smoking","29","Chain 11",1.11111111111111
"current_smoking","30","Chain 11",1.08333333333333
"current_smoking","31","Chain 11",1.09876543209877
"current_smoking","32","Chain 11",1.10185185185185
"current_smoking","33","Chain 11",1.09259259259259
"current_smoking","34","Chain 11",1.07716049382716
"current_smoking","35","Chain 11",1.08641975308642
"current_smoking","36","Chain 11",1.07098765432099
"current_smoking","37","Chain 11",1.1358024691358
"current_smoking","38","Chain 11",1.09876543209877
"current_smoking","39","Chain 11",1.09876543209877
"current_smoking","40","Chain 11",1.09259259259259
"current_smoking","41","Chain 11",1.10493827160494
"current_smoking","42","Chain 11",1.09259259259259
"current_smoking","43","Chain 11",1.1141975308642
"current_smoking","44","Chain 11",1.08333333333333
"current_smoking","45","Chain 11",1.10802469135802
"current_smoking","46","Chain 11",1.10802469135802
"current_smoking","47","Chain 11",1.12037037037037
"current_smoking","48","Chain 11",1.08950617283951
"current_smoking","49","Chain 11",1.09259259259259
"current_smoking","50","Chain 11",1.07716049382716
"current_smoking","1","Chain 12",1.11111111111111
"current_smoking","2","Chain 12",1.10185185185185
"current_smoking","3","Chain 12",1.09567901234568
"current_smoking","4","Chain 12",1.12654320987654
"current_smoking","5","Chain 12",1.10185185185185
"current_smoking","6","Chain 12",1.08024691358025
"current_smoking","7","Chain 12",1.08641975308642
"current_smoking","8","Chain 12",1.10802469135802
"current_smoking","9","Chain 12",1.07407407407407
"current_smoking","10","Chain 12",1.11728395061728
"current_smoking","11","Chain 12",1.08024691358025
"current_smoking","12","Chain 12",1.10185185185185
"current_smoking","13","Chain 12",1.11728395061728
"current_smoking","14","Chain 12",1.09259259259259
"current_smoking","15","Chain 12",1.11728395061728
"current_smoking","16","Chain 12",1.08950617283951
"current_smoking","17","Chain 12",1.1358024691358
"current_smoking","18","Chain 12",1.13271604938272
"current_smoking","19","Chain 12",1.10802469135802
"current_smoking","20","Chain 12",1.08333333333333
"current_smoking","21","Chain 12",1.12654320987654
"current_smoking","22","Chain 12",1.09876543209877
"current_smoking","23","Chain 12",1.10802469135802
"current_smoking","24","Chain 12",1.10802469135802
"current_smoking","25","Chain 12",1.10493827160494
"current_smoking","26","Chain 12",1.10493827160494
"current_smoking","27","Chain 12",1.08641975308642
"current_smoking","28","Chain 12",1.10185185185185
"current_smoking","29","Chain 12",1.1141975308642
"current_smoking","30","Chain 12",1.10185185185185
"current_smoking","31","Chain 12",1.09259259259259
"current_smoking","32","Chain 12",1.10493827160494
"current_smoking","33","Chain 12",1.12962962962963
"current_smoking","34","Chain 12",1.10493827160494
"current_smoking","35","Chain 12",1.1141975308642
"current_smoking","36","Chain 12",1.08333333333333
"current_smoking","37","Chain 12",1.08950617283951
"current_smoking","38","Chain 12",1.09567901234568
"current_smoking","39","Chain 12",1.09259259259259
"current_smoking","40","Chain 12",1.08950617283951
"current_smoking","41","Chain 12",1.08950617283951
"current_smoking","42","Chain 12",1.09567901234568
"current_smoking","43","Chain 12",1.10185185185185
"current_smoking","44","Chain 12",1.08333333333333
"current_smoking","45","Chain 12",1.12037037037037
"current_smoking","46","Chain 12",1.09567901234568
"current_smoking","47","Chain 12",1.12962962962963
"current_smoking","48","Chain 12",1.11728395061728
"current_smoking","49","Chain 12",1.08333333333333
"current_smoking","50","Chain 12",1.08950617283951
"current_smoking","1","Chain 13",1.07098765432099
"current_smoking","2","Chain 13",1.07407407407407
"current_smoking","3","Chain 13",1.11728395061728
"current_smoking","4","Chain 13",1.10802469135802
"current_smoking","5","Chain 13",1.1358024691358
"current_smoking","6","Chain 13",1.12654320987654
